WEEK_START,COMPONENT,CONTRIBUTION
2024-12-02,Baseline,2304168.7060282435
2024-12-09,Baseline,2357443.974849401
2024-12-16,Baseline,2648231.210531771
2024-12-23,Baseline,2551363.655651556
2024-12-30,Baseline,2199669.2822375637
2025-01-06,Baseline,1952979.9867907572
2025-01-13,Baseline,1804201.8721518065
2025-01-20,Baseline,1729021.8235543612
2025-01-27,Baseline,1810189.708173629
2025-02-03,Baseline,1821386.8598163207
2025-02-10,Baseline,2080948.8919337816
2025-02-17,Baseline,1888802.7049119524
2025-02-24,Baseline,1789561.3421278358
2025-03-03,Baseline,1799940.478337095
2025-03-10,Baseline,1894030.9752360757
2025-03-17,Baseline,1823108.8499246296
2025-03-24,Baseline,1860287.371369612
2025-03-31,Baseline,1880183.131388154
2025-04-07,Baseline,1901074.7636716152
2025-04-14,Baseline,1897632.4293296384
2025-04-21,Baseline,1875877.6709972257
2025-04-28,Baseline,1842614.7548436048
2025-05-05,Baseline,2160647.2548273243
2025-05-12,Baseline,1869221.180494695
2025-05-19,Baseline,1896901.0223370888
2025-05-26,Baseline,1934859.6886627455
2025-06-02,Baseline,1956711.360904393
2025-06-09,Baseline,1966491.83566228
2025-06-16,Baseline,1982295.1732397664
2025-06-23,Baseline,2013882.1344896231
2025-06-30,Baseline,2050005.1788831917
2025-07-07,Baseline,2089374.0401360544
2025-07-14,Baseline,2100210.9409580664
2025-07-21,Baseline,2083933.921560428
2025-07-28,Baseline,2066904.282572761
2025-08-04,Baseline,2127423.967809481
2025-08-11,Baseline,1987149.451946966
2025-08-18,Baseline,1974320.4735241137
2025-08-25,Baseline,1962853.780085293
2025-09-01,Baseline,1957979.8027866967
2025-09-08,Baseline,1930162.767143661
2025-09-15,Baseline,1908362.324885872
2025-09-22,Baseline,1895936.9990387785
2025-09-29,Baseline,1878699.8232106145
2025-10-06,Baseline,1894807.9517961035
2025-10-13,Baseline,1923770.2220833509
2025-10-20,Baseline,1970473.2584129693
2025-10-27,Baseline,2032831.1198274489
2025-11-03,Baseline,2179614.2708353633
2025-11-10,Baseline,2150401.1983484793
2025-11-17,Baseline,2306927.813877721
2025-11-24,Baseline,2629286.0668428764
2025-12-01,Baseline,2425695.8291272735
2025-12-08,Baseline,2587425.749111988
2025-12-15,Baseline,2822761.862874802
2025-12-22,Baseline,2762369.2519275625
