CHANNEL,WEEKLY_SPEND,REVENUE,REVENUE_P05,REVENUE_P95,MARGINAL_ROI,WITHIN_OBSERVED_RANGE
Direct Mail,174873.18774683544,159942.10992238007,40760.78747608316,352549.8432638863,0.4879352640004782,TRUE
Direct Mail,177739.96131645568,161328.60994493729,41247.5590886206,357886.5623649845,0.4793869572220483,TRUE
Direct Mail,180606.73488607595,162690.88257978938,41528.379205994584,363206.3174389788,0.4710321901979352,TRUE
Direct Mail,183473.5084556962,164029.47520144962,41772.2303360264,365703.09978894395,0.4628657824594678,TRUE
Direct Mail,186340.28202531644,165344.92053906235,42143.65518837568,368325.65389105433,0.4548826967035567,TRUE
Direct Mail,189207.0555949367,166637.73708284055,42700.85476269088,372487.0203033805,0.4470780359844791,FALSE
Direct Mail,192073.82916455696,167908.4294822352,42820.421469780704,376769.9100073365,0.4394470407596517,FALSE
Direct Mail,194940.6027341772,169157.48893547148,43139.31628079865,379316.84419741353,0.4319850858282795,FALSE
Direct Mail,197807.37630379747,170385.39357019565,43332.37133902349,380268.1935349249,0.4246876771954748,FALSE
Direct Mail,200674.14987341771,171592.60881505907,43478.63540382468,381175.8908012245,0.4175504488890971,FALSE
Direct Mail,203540.92344303796,172779.58776213526,43621.3343733363,382042.15729304537,0.4105691597520579,FALSE
Direct Mail,206407.69701265823,173946.77152013,43757.78595531102,382869.1038413888,0.403739690228956,FALSE
Direct Mail,209274.47058227847,175094.58955839038,43888.24554104302,386029.5886065444,0.3970580391626414,FALSE
Direct Mail,212141.24415189872,176223.46004175936,44012.95970134964,390432.8748116762,0.3905203206135351,FALSE
Direct Mail,215008.017721519,177333.79015635804,44143.32518307901,394805.1995652098,0.3841227607121941,FALSE
Direct Mail,217874.79129113923,178425.97642640263,44547.338062433184,399146.44432202296,0.3778616945536046,FALSE
Direct Mail,220741.56486075948,179500.40502218768,45102.45254532158,403456.4987240103,0.371733563140013,FALSE
Direct Mail,223608.33843037975,180557.45205937847,45657.043499448155,407735.26051608875,0.36573491037771,FALSE
Direct Mail,226475.112,181597.48388977817,46211.117708603866,411982.6354592046,0.3598623801319539,FALSE
Podcast,0.0,0.0,0.0,0.0,1.9318720493436672,TRUE
Podcast,905.9954430379748,1749.980211584838,289.51446427705224,4071.597036145669,1.9309218292610384,TRUE
Podcast,1811.9908860759497,3498.241523267127,578.8650038330269,8133.357606119417,1.9280807281687569,TRUE
Podcast,2717.986329113924,5243.082255618672,867.8880793486078,12175.5406860977,1.9233770911767272,TRUE
Podcast,3623.981772151899,6982.834575560824,1156.420920374243,16188.594167501546,1.91685707742698,TRUE
Podcast,4529.977215189873,8715.87997761609,1444.3019049472812,20163.244460617996,1.908583120781587,TRUE
Podcast,5435.972658227848,10440.663153929783,1731.3709334742,24090.580464635317,1.898631933150246,TRUE
Podcast,6341.968101265823,12155.703898359472,2017.469795042957,27962.130333962767,1.8870921850115103,TRUE
Podcast,7247.963544303798,13859.606817252905,2302.442524394907,31769.92971342503,1.8740620071124323,TRUE
Podcast,8153.958987341773,15551.068748741583,2586.135747864675,35506.58039386314,1.8596464523614735,TRUE
Podcast,9059.954430379748,17228.883911513993,2868.3990166888207,39312.066442374824,1.8439550402426528,TRUE
Podcast,9965.94987341772,18891.946904180844,3149.0851261888824,43103.437103050266,1.8270994815484591,TRUE
Podcast,10871.945316455696,20539.253752304343,3428.050419450218,46856.238644204735,1.809191653038267,TRUE
Podcast,11777.940759493673,22169.90125036601,3709.3744501411247,50567.56989082472,1.790341863525432,TRUE
Podcast,12683.936202531646,23783.08487184241,3992.87412761609,54259.35345642832,1.770657427714985,TRUE
Podcast,13589.93164556962,25378.095525657653,4250.443053816855,57864.93777713657,1.7502415435952503,TRUE
Podcast,14495.927088607596,26954.31542620664,4515.456182813548,61443.97639060982,1.7291924540363703,TRUE
Podcast,15401.92253164557,28511.21332175394,4782.021021661185,64939.85270820396,1.7076028633539866,TRUE
Podcast,16307.917974683543,30048.339296809085,5047.0516609507395,68062.68961183615,1.6855595743020175,TRUE
Podcast,17213.91341772152,31565.31933181169,5309.440420660137,71511.86233837827,1.663143309331472,TRUE
Podcast,18119.908860759493,33061.849771005356,5569.079020973838,75151.64210846038,1.6404286809940831,TRUE
Podcast,19025.90430379747,34537.69181872042,5825.864651052019,78554.82991275504,1.617484279157953,TRUE
Podcast,19931.899746835443,35992.66615665148,6079.700073882918,81826.38183177263,1.5943728464703957,TRUE
Podcast,20837.89518987342,37426.647750707954,6330.493709622126,85317.09200216508,1.5711515176648287,TRUE
Podcast,21743.890632911392,38839.56089579827,6578.15969772424,88730.54651821383,1.5478721024538538,TRUE
Podcast,22649.88607594937,40231.37453033513,6740.755320064611,91212.53791622988,1.5245813956184144,TRUE
Podcast,23555.881518987346,41602.097838994174,6979.989913111932,94082.3526277924,1.5013215013494303,TRUE
Podcast,24461.87696202532,42951.77615191472,7225.739744293333,96214.7786746708,1.4781301618642528,TRUE
Podcast,25367.87240506329,44280.48714065009,7469.589636875094,98273.19383054745,1.4550410828030105,TRUE
Podcast,26273.86784810127,45588.33730533713,7712.459677287826,101154.2889382045,1.4320842499409028,TRUE
Podcast,27179.86329113924,46875.458743371826,7922.851925427401,103392.16089106808,1.409286233381558,TRUE
Podcast,28085.858734177215,48142.00618700676,8127.594331896597,105351.788175842,1.3866704766801998,TRUE
Podcast,28991.85417721519,49388.15429544749,8327.676388277345,107221.22904924392,1.3642575693398575,TRUE
Podcast,29897.849620253164,50614.09518597167,8453.82806419027,109539.55809676538,1.3420655018818308,TRUE
Podcast,30803.84506329114,51820.036188141785,8526.947118527534,112340.89484970008,1.3201099032585022,TRUE
Podcast,31709.84050632911,53006.19780517091,8594.78756634996,115102.96490881636,1.2984042607924149,TRUE
Podcast,32615.83594936709,54172.81186680954,8767.17777962823,117635.8150663106,1.276960123122289,TRUE
Podcast,33521.83139240507,55320.11985865517,8995.820019493542,119436.69138417608,1.2557872868413915,TRUE
Podcast,34427.82683544304,56448.37141347388,9223.818164694312,121076.71211878431,1.2348939676477255,TRUE
Podcast,35333.82227848101,57557.82295090486,9412.564220178929,122276.52072010872,1.2142869569057764,TRUE
Podcast,36239.817721518986,58648.73645275492,9506.03412730292,123021.28029904317,1.1939717645596366,TRUE
Podcast,37145.81316455697,59721.378361946845,9594.400258266112,124544.11711682842,1.173952749347536,TRUE
Podcast,38051.80860759494,60776.01859404523,9677.899495776424,127076.91745171382,1.1542332372564017,TRUE
Podcast,38957.80405063291,61812.929651118975,9756.762589594042,128488.49245185884,1.1348156291281548,TRUE
Podcast,39863.799493670886,62832.38582851269,9831.213697888536,130828.68446018886,1.1157014982920688,TRUE
Podcast,40769.794936708866,63834.662505869266,9901.470026978102,133612.41347576695,1.0968916790530974,TRUE
Podcast,41675.79037974684,64820.03551447674,9967.741559532888,136384.0459355654,1.0783863468175643,TRUE
Podcast,42581.78582278481,65788.78057369874,10030.23086178349,139143.38561261905,1.060185090586993,TRUE
Podcast,43487.781265822785,66741.17278988523,10089.132960794956,141890.2404891565,1.0422869784998,TRUE
Podcast,44393.77670886076,67677.48621175282,10144.635283426349,144581.80045393415,1.0246906170500083,TRUE
Podcast,45299.77215189874,68597.99343677584,10196.917649179277,147155.51548740015,1.007394204563158,TRUE
Podcast,46205.76759493671,69502.96526362488,10246.152309731624,148847.92543145354,0.9903955794624356,TRUE
Podcast,47111.76303797469,70392.67038616221,10298.8906469807,151397.36819369835,0.973692263813416,TRUE
Podcast,48017.75848101266,71267.37512491945,10350.140696611568,153923.32727423724,0.95728150259363,TRUE
Podcast,48923.75392405064,72127.34319237065,10398.828525714356,156381.66408156214,0.9411602990938503,TRUE
Podcast,49829.74936708861,72972.83548866867,10445.09226445711,158476.11808064688,0.9253254468212652,TRUE
Podcast,50735.74481012658,73804.10992482891,10489.063569907294,160137.6372497237,0.9097735582408212,TRUE
Podcast,51641.74025316456,74621.4212706359,10530.867792674611,162509.7905278349,0.8945010906597812,TRUE
Podcast,52547.73569620254,75425.02102481303,10570.624157918714,164826.60226778602,0.8795043695317081,TRUE
Podcast,53453.73113924051,76215.15730523209,10608.44595748597,166636.46421893238,0.8647796094299239,TRUE
Podcast,54359.72658227848,76992.07475715432,10644.440750320638,167725.67927321984,0.8503229329163673,TRUE
Podcast,55265.722025316456,77756.01447769112,10678.7105686473,168754.6382790737,0.8361303875099907,TRUE
Podcast,56171.71746835443,78507.21395484888,10771.65224422184,169744.5723804003,0.8221979609388852,TRUE
Podcast,57077.71291139241,79245.90701967565,10777.904860036771,170696.74563150402,0.8085215948423731,TRUE
Podcast,57983.70835443038,79972.32381017858,10783.628125086458,172073.07163847177,0.7950971970729289,TRUE
Podcast,58889.703797468355,80686.69074580375,10850.596143303155,173534.82999018492,0.7819206527330492,TRUE
Podcast,59795.69924050633,81389.23051138828,10992.610170257954,174464.7856626882,0.7689878340688777,FALSE
Podcast,60701.69468354431,82080.16204960087,11134.552707153574,175274.9085840469,0.7562946093303412,FALSE
Podcast,61607.69012658228,82759.7005609776,11275.724044680854,176053.4126423164,0.7438368506967534,FALSE
Podcast,62513.685569620255,83428.05751075083,11416.121874833629,177026.88371836333,0.7316104413570592,FALSE
Podcast,63419.68101265823,84085.44064173955,11555.743868546588,177950.6751188851,0.7196112818251512,FALSE
Podcast,64325.67645569621,84732.05399264189,11694.587685226692,179713.6551082197,0.7078352955627432,FALSE
Podcast,65231.67189873418,85368.09792113466,11726.29472920906,181244.0023119998,0.6962784339752623,FALSE
Podcast,66137.66734177216,85993.76913123624,11757.042339542684,182612.9960955538,0.6849366808397894,FALSE
Podcast,67043.66278481013,86609.26070444552,11786.59438740604,183953.09208133255,0.673806056218364,FALSE
Podcast,67949.65822784811,87214.76213421016,11815.009872995148,185839.3992052756,0.6628826199048475,FALSE
Podcast,68855.65367088608,87810.45936332404,11842.345093158228,187823.93085026403,0.652162474448869,FALSE
Podcast,69761.64911392405,88396.53482388743,11868.653742211714,189792.18994908984,0.6416417677962724,FALSE
Podcast,70667.64455696203,88973.16747949932,11893.987011494688,191518.03974604345,0.6313166955817081,FALSE
Podcast,71573.64,89540.53286938138,12023.898688573632,193127.21894728224,0.6211835031056754,FALSE
